step,tag,value
176128,train/learning_rate,0.0003000000142492354
180224,train/learning_rate,0.0003000000142492354
184320,train/learning_rate,0.0003000000142492354
188416,train/learning_rate,0.0003000000142492354
192512,train/learning_rate,0.0003000000142492354
196608,train/learning_rate,0.0003000000142492354
200704,train/learning_rate,0.0003000000142492354
204800,train/learning_rate,0.0003000000142492354
208896,train/learning_rate,0.0003000000142492354
212992,train/learning_rate,0.0003000000142492354
217088,train/learning_rate,0.0003000000142492354
221184,train/learning_rate,0.0003000000142492354
225280,train/learning_rate,0.0003000000142492354
229376,train/learning_rate,0.0003000000142492354
233472,train/learning_rate,0.0003000000142492354
237568,train/learning_rate,0.0003000000142492354
241664,train/learning_rate,0.0003000000142492354
245760,train/learning_rate,0.0003000000142492354
249856,train/learning_rate,0.0003000000142492354
253952,train/learning_rate,0.0003000000142492354
258048,train/learning_rate,0.0003000000142492354
262144,train/learning_rate,0.0003000000142492354
266240,train/learning_rate,0.0003000000142492354
270336,train/learning_rate,0.0003000000142492354
274432,train/learning_rate,0.0003000000142492354
278528,train/learning_rate,0.0003000000142492354
282624,train/learning_rate,0.0003000000142492354
286720,train/learning_rate,0.0003000000142492354
290816,train/learning_rate,0.0003000000142492354
294912,train/learning_rate,0.0003000000142492354
299008,train/learning_rate,0.0003000000142492354
303104,train/learning_rate,0.0003000000142492354
307200,train/learning_rate,0.0003000000142492354
8192,train/loss,35.12758255004883
12288,train/loss,10.658865928649902
16384,train/loss,7.534667491912842
20480,train/loss,10.426756858825684
24576,train/loss,8.256973266601562
28672,train/loss,10.819523811340332
32768,train/loss,17.191795349121094
40960,train/loss,18.894073486328125
45056,train/loss,35.785797119140625
49152,train/loss,18.94659996032715
53248,train/loss,36.77973175048828
57344,train/loss,26.025665283203125
61440,train/loss,39.523277282714844
65536,train/loss,45.16140365600586
69632,train/loss,52.92667770385742
73728,train/loss,45.66851043701172
77824,train/loss,45.98027420043945
81920,train/loss,37.685203552246094
86016,train/loss,35.975318908691406
90112,train/loss,25.67888069152832
94208,train/loss,19.421350479125977
98304,train/loss,12.224376678466797
102400,train/loss,7.308355331420898
106496,train/loss,4.293869972229004
110592,train/loss,3.067002534866333
114688,train/loss,2.222531318664551
118784,train/loss,1.5583027601242065
122880,train/loss,0.802809476852417
126976,train/loss,0.6743394732475281
131072,train/loss,0.6937811970710754
135168,train/loss,0.6297944188117981
139264,train/loss,0.5222879648208618
143360,train/loss,0.38694262504577637
147456,train/loss,0.2528913915157318
151552,train/loss,0.3527897000312805
155648,train/loss,0.20785410702228546
163840,train/loss,0.2534189522266388
167936,train/loss,0.16477496922016144
172032,train/loss,0.22632330656051636
176128,train/loss,0.22396652400493622
180224,train/loss,0.16963544487953186
184320,train/loss,0.20224939286708832
188416,train/loss,0.21869535744190216
192512,train/loss,0.14570903778076172
196608,train/loss,0.22990155220031738
200704,train/loss,0.1742468774318695
204800,train/loss,0.1485459953546524
208896,train/loss,0.16398929059505463
212992,train/loss,0.19048286974430084
217088,train/loss,0.15585890412330627
221184,train/loss,0.164017915725708
225280,train/loss,0.12084342539310455
229376,train/loss,0.15327772498130798
233472,train/loss,0.16355155408382416
237568,train/loss,0.15132619440555573
241664,train/loss,0.12092661112546921
245760,train/loss,0.1345563381910324
249856,train/loss,0.1551208794116974
253952,train/loss,0.18488463759422302
258048,train/loss,0.20519860088825226
262144,train/loss,0.1279638409614563
266240,train/loss,0.12539687752723694
270336,train/loss,0.10032584518194199
274432,train/loss,0.12065103650093079
278528,train/loss,0.17666566371917725
282624,train/loss,0.11670026183128357
286720,train/loss,0.10265286266803741
290816,train/loss,0.09590549021959305
294912,train/loss,0.11470314860343933
299008,train/loss,0.09105195105075836
303104,train/loss,0.32188212871551514
307200,train/loss,0.1452288031578064
8192,train/policy_gradient_loss,-0.0015843886649236083
12288,train/policy_gradient_loss,-0.0023430483415722847
16384,train/policy_gradient_loss,-0.003202898660674691
20480,train/policy_gradient_loss,-0.002951777772977948
24576,train/policy_gradient_loss,-0.0026703323237597942
28672,train/policy_gradient_loss,-0.002679566852748394
32768,train/policy_gradient_loss,-0.005093044601380825
40960,train/policy_gradient_loss,-0.005088142119348049
45056,train/policy_gradient_loss,-0.005163321737200022
49152,train/policy_gradient_loss,-0.005973042454570532
53248,train/policy_gradient_loss,-0.00622088648378849
57344,train/policy_gradient_loss,-0.004338582046329975
61440,train/policy_gradient_loss,-0.007084946148097515
65536,train/policy_gradient_loss,-0.007598840165883303
69632,train/policy_gradient_loss,-0.0069806394167244434
73728,train/policy_gradient_loss,-0.00639001140370965
77824,train/policy_gradient_loss,-0.00836358405649662
81920,train/policy_gradient_loss,-0.011351419612765312
86016,train/policy_gradient_loss,-0.012943530455231667
90112,train/policy_gradient_loss,-0.01534741185605526
94208,train/policy_gradient_loss,-0.016559632495045662
98304,train/policy_gradient_loss,-0.01736493594944477
102400,train/policy_gradient_loss,-0.021891815587878227
106496,train/policy_gradient_loss,-0.02008679509162903
110592,train/policy_gradient_loss,-0.02615545131266117
114688,train/policy_gradient_loss,-0.024269774556159973
118784,train/policy_gradient_loss,-0.021018294617533684
122880,train/policy_gradient_loss,-0.02491849474608898
126976,train/policy_gradient_loss,-0.02114984765648842
131072,train/policy_gradient_loss,-0.016032543033361435
135168,train/policy_gradient_loss,-0.01957826502621174
139264,train/policy_gradient_loss,-0.012853496707975864
143360,train/policy_gradient_loss,-0.010100406594574451
147456,train/policy_gradient_loss,-0.01010832004249096
151552,train/policy_gradient_loss,-0.011736598797142506
155648,train/policy_gradient_loss,-0.006667929235845804
163840,train/policy_gradient_loss,-0.004845720715820789
167936,train/policy_gradient_loss,-0.007373399566859007
172032,train/policy_gradient_loss,-0.0052981567569077015
176128,train/policy_gradient_loss,-0.0047688870690763
180224,train/policy_gradient_loss,-0.005990632344037294
184320,train/policy_gradient_loss,-0.0036257593892514706
188416,train/policy_gradient_loss,-0.0013318185228854418
192512,train/policy_gradient_loss,-0.004393783397972584
196608,train/policy_gradient_loss,-0.0012550813844427466
200704,train/policy_gradient_loss,-0.0009187444229610264
204800,train/policy_gradient_loss,-0.0019062365172430873
208896,train/policy_gradient_loss,-0.0035603083670139313
212992,train/policy_gradient_loss,-0.0006482698954641819
217088,train/policy_gradient_loss,-0.0012285789707675576
221184,train/policy_gradient_loss,-0.0008141389116644859
225280,train/policy_gradient_loss,0.0009866012260317802
229376,train/policy_gradient_loss,-0.0011245900532230735
233472,train/policy_gradient_loss,-0.001911931554786861
237568,train/policy_gradient_loss,-0.001866710837930441
241664,train/policy_gradient_loss,-0.0021121888421475887
245760,train/policy_gradient_loss,0.00012807748862542212
249856,train/policy_gradient_loss,0.0020318629685789347
253952,train/policy_gradient_loss,0.00032557733356952667
258048,train/policy_gradient_loss,-0.00022731364879291505
262144,train/policy_gradient_loss,0.00013639261305797845
266240,train/policy_gradient_loss,0.00020073771884199232
270336,train/policy_gradient_loss,6.302700785454363e-05
274432,train/policy_gradient_loss,-0.0006375437369570136
278528,train/policy_gradient_loss,-0.0010019876062870026
282624,train/policy_gradient_loss,0.0002056369121419266
286720,train/policy_gradient_loss,-0.001816097996197641
290816,train/policy_gradient_loss,-0.0008720520418137312
294912,train/policy_gradient_loss,-8.253079431597143e-05
299008,train/policy_gradient_loss,0.0003615333407651633
303104,train/policy_gradient_loss,-0.005277638323605061
307200,train/policy_gradient_loss,0.0010274588130414486
8192,train/std,0.9995600581169128
12288,train/std,0.9936696887016296
16384,train/std,0.9817094206809998
20480,train/std,0.9737634658813477
24576,train/std,0.9698955416679382
28672,train/std,0.9498129487037659
32768,train/std,0.9389937520027161
40960,train/std,0.9263098835945129
45056,train/std,0.9245452880859375
49152,train/std,0.9235417246818542
53248,train/std,0.920027494430542
57344,train/std,0.914405107498169
61440,train/std,0.9097246527671814
65536,train/std,0.9042031168937683
69632,train/std,0.8977645039558411
73728,train/std,0.8945774435997009
77824,train/std,0.888796865940094
81920,train/std,0.8798587918281555
86016,train/std,0.8669857382774353
90112,train/std,0.8506318926811218
94208,train/std,0.832175076007843
98304,train/std,0.8100489974021912
102400,train/std,0.7793967127799988
106496,train/std,0.7481322288513184
110592,train/std,0.71983402967453
114688,train/std,0.6920852065086365
118784,train/std,0.6660635471343994
122880,train/std,0.637936532497406
126976,train/std,0.612935483455658
131072,train/std,0.5891172885894775
135168,train/std,0.5707005858421326
139264,train/std,0.5505982041358948
143360,train/std,0.533635139465332
147456,train/std,0.5172147750854492
151552,train/std,0.5008430480957031
155648,train/std,0.48653993010520935
163840,train/std,0.466055303812027
167936,train/std,0.4550662934780121
172032,train/std,0.44523951411247253
176128,train/std,0.43700823187828064
180224,train/std,0.4288649260997772
184320,train/std,0.42064130306243896
188416,train/std,0.41809964179992676
192512,train/std,0.4108301103115082
196608,train/std,0.40520182251930237
200704,train/std,0.39919161796569824
204800,train/std,0.391999214887619
208896,train/std,0.38664934039115906
212992,train/std,0.38187751173973083
217088,train/std,0.3760032653808594
221184,train/std,0.3721123933792114
225280,train/std,0.36812639236450195
229376,train/std,0.3632223904132843
233472,train/std,0.36300423741340637
237568,train/std,0.3584831655025482
241664,train/std,0.3515196740627289
245760,train/std,0.3490564823150635
249856,train/std,0.3469277620315552
253952,train/std,0.3426208794116974
258048,train/std,0.33984115719795227
262144,train/std,0.3367040455341339
266240,train/std,0.3315131366252899
270336,train/std,0.32843783497810364
274432,train/std,0.32374587655067444
278528,train/std,0.3202155530452728
282624,train/std,0.3189079165458679
286720,train/std,0.3162568509578705
290816,train/std,0.31134936213493347
294912,train/std,0.30973920226097107
299008,train/std,0.30733218789100647
303104,train/std,0.3046581447124481
307200,train/std,0.30110064148902893
8192,train/value_loss,101.6626968383789
12288,train/value_loss,57.068511962890625
16384,train/value_loss,37.507774353027344
20480,train/value_loss,32.63233947753906
24576,train/value_loss,31.635530471801758
28672,train/value_loss,30.654556274414062
32768,train/value_loss,35.285465240478516
40960,train/value_loss,51.13228988647461
45056,train/value_loss,60.79472732543945
49152,train/value_loss,57.13363265991211
53248,train/value_loss,67.12950134277344
57344,train/value_loss,56.66624450683594
61440,train/value_loss,92.75260162353516
65536,train/value_loss,80.13048553466797
69632,train/value_loss,108.39063262939453
73728,train/value_loss,86.26810455322266
77824,train/value_loss,91.9511947631836
81920,train/value_loss,86.41751861572266
86016,train/value_loss,67.87577056884766
90112,train/value_loss,52.56678009033203
94208,train/value_loss,39.19211959838867
98304,train/value_loss,27.014333724975586
102400,train/value_loss,14.352892875671387
106496,train/value_loss,9.276944160461426
110592,train/value_loss,6.211898326873779
114688,train/value_loss,4.207504749298096
118784,train/value_loss,3.1159894466400146
122880,train/value_loss,2.247681140899658
126976,train/value_loss,1.6330043077468872
131072,train/value_loss,1.2456846237182617
135168,train/value_loss,0.9850802421569824
139264,train/value_loss,1.088639497756958
143360,train/value_loss,0.8366695642471313
147456,train/value_loss,0.633292555809021
151552,train/value_loss,0.6392688751220703
155648,train/value_loss,0.5684008002281189
163840,train/value_loss,0.4651798903942108
167936,train/value_loss,0.4074796438217163
172032,train/value_loss,0.5057899951934814
176128,train/value_loss,0.4136345684528351
180224,train/value_loss,0.39189454913139343
184320,train/value_loss,0.3643571734428406
188416,train/value_loss,0.42523327469825745
192512,train/value_loss,0.33127886056900024
196608,train/value_loss,0.3315731883049011
200704,train/value_loss,0.32635435461997986
204800,train/value_loss,0.3517548143863678
208896,train/value_loss,0.32918110489845276
212992,train/value_loss,0.3145958483219147
217088,train/value_loss,0.31589481234550476
221184,train/value_loss,0.3339194357395172
225280,train/value_loss,0.30934053659439087
229376,train/value_loss,0.30139490962028503
233472,train/value_loss,0.29607781767845154
237568,train/value_loss,0.306129515171051
241664,train/value_loss,0.31610214710235596
245760,train/value_loss,0.29317229986190796
249856,train/value_loss,0.28452280163764954
253952,train/value_loss,0.2773149013519287
258048,train/value_loss,0.32486283779144287
262144,train/value_loss,0.27831947803497314
266240,train/value_loss,0.28113821148872375
270336,train/value_loss,0.26187002658843994
274432,train/value_loss,0.24167555570602417
278528,train/value_loss,0.29041290283203125
282624,train/value_loss,0.2633841633796692
286720,train/value_loss,0.24375537037849426
290816,train/value_loss,0.21537356078624725
294912,train/value_loss,0.22002950310707092
299008,train/value_loss,0.1920527219772339
303104,train/value_loss,0.4717687666416168
307200,train/value_loss,0.2139880508184433
